Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,State,Country,Region,Market,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
26810,IN-2012-AA1064558-40934,01/26/2021,02/01/2021,Standard Class,AA-1064558,Consumer,Telangana,India,Southern Asia,Asia Pacific,OFF-AR-3469,Office Supplies,Art, $342.51 ,7,0.00%, $54.60 , $13.22 ,Low
42988,MO-2012-LP708086-40935,01/27/2021,01/29/2021,First Class,LP-708086,Consumer,Rabat-Salé-Zemmour-Zaer,Morocco,North Africa,Africa,OFF-AR-3533,Office Supplies,Art, $20.13 ,1,0.00%, $5.22 , $3.73 ,High
3489,MX-2012-NS1850582-40935,01/27/2021,01/29/2021,Second Class,NS-1850582,Consumer,Tamaulipas,Mexico,Central America,LATAM,OFF-BI-2893,Office Supplies,Binders, $115.44 ,13,0.00%, $10.14 , $24.52 ,Critical
9770,MX-2012-BW1106536-40935,01/27/2021,01/31/2021,Standard Class,BW-1106536,Consumer,Duarte,Dominican Republic,Caribbean,LATAM,OFF-FA-6205,Office Supplies,Fasteners, $34.56 ,5,20.00%, $7.26 , $1.98 ,Medium
33881,US-2012-SD20485140-40935,01/27/2021,02/01/2021,Standard Class,SD-204851408,Home Office,Virginia,United States,Southern US,USCA,TEC-PH-4894,Technology,Phones, $187.98 ,2,0.00%, $52.63 , $17.66 ,Medium
29127,ID-2012-DB1336059-40935,01/27/2021,02/02/2021,Standard Class,DB-1336059,Home Office,Kalimantan Timur,Indonesia,Southeastern Asia,Asia Pacific,OFF-EN-3658,Office Supplies,Envelopes, $82.06 ,13,47.00%, $(17.39), $5.67 ,Medium
35092,US-2012-EJ13720140-40936,01/28/2021,02/03/2021,Standard Class,EJ-137201404,Consumer,California,United States,Western US,USCA,FUR-TA-3333,Furniture,Tables, $333.00 ,3,20.00%, $(16.65), $23.43 ,Medium
31222,ID-2012-HE1480092-40938,01/30/2021,01/30/2021,Same Day,HE-1480092,Corporate,Auckland,New Zealand,Oceania,Asia Pacific,FUR-CH-5795,Furniture,Chairs, $161.89 ,2,40.00%, $(29.69), $63.14 ,High
43874,NI-2012-AG90095-40938,01/30/2021,01/31/2021,First Class,AG-90095,Consumer,Kano,Nigeria,Western Africa,Africa,OFF-LA-4639,Office Supplies,Labels, $3.79 ,1,70.00%, $(8.60), $1.60 ,Critical
44999,NI-2012-DP316595-40938,01/30/2021,02/04/2021,Second Class,DP-316595,Consumer,Kano,Nigeria,Western Africa,Africa,OFF-PA-3995,Office Supplies,Paper, $18.18 ,4,70.00%, $(32.22), $2.36 ,Medium
49948,MO-2012-BD177086-40939,01/31/2021,02/04/2021,Standard Class,BD-177086,Consumer,Marrakech-Tensift-El Haouz,Morocco,North Africa,Africa,FUR-CH-5411,Furniture,Chairs, $333.90 ,2,0.00%, $26.70 , $19.34 ,Medium
30584,IN-2012-TS2161092-40939,01/31/2021,02/06/2021,Standard Class,TS-2161092,Consumer,Wellington,New Zealand,Oceania,Asia Pacific,TEC-PH-5267,Technology,Phones," $2,571.12 ",4,0.00%, $102.84 , $129.00 ,Medium
21616,IN-2012-PO1886511-40940,02/01/2021,02/03/2021,Second Class,PO-1886511,Consumer,Dhaka,Bangladesh,Southern Asia,Asia Pacific,OFF-LA-6035,Office Supplies,Labels, $20.34 ,3,0.00%, $9.90 , $3.78 ,Critical
21614,IN-2012-PO1886511-40940,02/01/2021,02/03/2021,Second Class,PO-1886511,Consumer,Dhaka,Bangladesh,Southern Asia,Asia Pacific,OFF-BI-6399,Office Supplies,Binders, $22.65 ,5,0.00%, $9.60 , $5.29 ,Critical
34662,CA-2012-LC17050140-40940,02/01/2021,02/03/2021,First Class,LC-170501404,Consumer,California,United States,Western US,USCA,FUR-BO-5957,Furniture,Bookcases, $290.67 ,2,15.00%, $3.42 , $54.64 ,High
44508,AO-2012-DK31504-40940,02/01/2021,02/04/2021,Second Class,DK-31504,Corporate,Luanda,Angola,Central Africa,Africa,OFF-ST-4269,Office Supplies,Storage, $206.40 ,1,0.00%, $92.88 , $53.08 ,Critical
8482,US-2012-DH1307598-40940,02/01/2021,02/06/2021,Standard Class,DH-1307598,Corporate,Panama,Panama,Central America,LATAM,OFF-BI-6397,Office Supplies,Binders, $9.58 ,6,40.00%, $(0.98), $1.81 ,Medium
20566,ID-2012-GD14590130-40941,02/02/2021,02/04/2021,Second Class,GD-14590130,Corporate,Bangkok,Thailand,Southeastern Asia,Asia Pacific,OFF-AR-6105,Office Supplies,Art, $104.88 ,4,47.00%, $(47.52), $13.49 ,Medium
20565,ID-2012-GD14590130-40941,02/02/2021,02/04/2021,Second Class,GD-14590130,Corporate,Bangkok,Thailand,Southeastern Asia,Asia Pacific,OFF-LA-3260,Office Supplies,Labels, $43.50 ,6,47.00%, $(26.34), $1.78 ,Medium
21664,IN-2012-ES1408027-40941,02/02/2021,02/05/2021,First Class,ES-1408027,Corporate,Henan,China,Eastern Asia,Asia Pacific,FUR-BO-5798,Furniture,Bookcases," $1,052.31 ",7,0.00%, $105.21 , $154.40 ,Medium
21662,IN-2012-ES1408027-40941,02/02/2021,02/05/2021,First Class,ES-1408027,Corporate,Henan,China,Eastern Asia,Asia Pacific,OFF-AR-5913,Office Supplies,Art, $94.65 ,5,0.00%, $42.45 , $4.14 ,Medium
16554,IT-2012-EH1418545-40941,02/02/2021,02/06/2021,Standard Class,EH-1418545,Consumer,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,OFF-PA-5869,Office Supplies,Paper, $45.98 ,5,50.00%, $(41.48), $6.72 ,High
16555,IT-2012-EH1418545-40941,02/02/2021,02/06/2021,Standard Class,EH-1418545,Consumer,Alsace-Champagne-Ardenne-Lorraine,France,Western Europe,Europe,TEC-MA-5012,Technology,Machines, $88.83 ,3,65.00%, $(76.14), $12.91 ,High
11249,ES-2012-KL16645120-40941,02/02/2021,02/07/2021,Second Class,KL-16645120,Consumer,Catalonia,Spain,Southern Europe,Europe,FUR-BO-4862,Furniture,Bookcases, $729.48 ,2,0.00%, $240.72 , $56.01 ,Medium
11250,ES-2012-KL16645120-40941,02/02/2021,02/07/2021,Second Class,KL-16645120,Consumer,Catalonia,Spain,Southern Europe,Europe,OFF-AR-3450,Office Supplies,Art, $56.88 ,1,0.00%, $0.54 , $5.96 ,Medium
50929,AO-2012-SW104554-40942,02/03/2021,02/10/2021,Standard Class,SW-104554,Consumer,Luanda,Angola,Central Africa,Africa,OFF-BI-6399,Office Supplies,Binders, $9.06 ,2,0.00%, $4.50 , $1.80 ,Low
40434,CA-2012-EB13930140-40942,02/03/2021,02/10/2021,Standard Class,EB-139301408,Consumer,Florida,United States,Southern US,USCA,OFF-BI-6219,Office Supplies,Binders, $18.34 ,2,70.00%, $(12.22), $1.66 ,Medium
30629,IN-2012-CC1237092-40943,02/04/2021,02/07/2021,First Class,CC-1237092,Consumer,Wellington,New Zealand,Oceania,Asia Pacific,TEC-AC-5873,Technology,Accessories, $440.88 ,4,0.00%, $39.60 , $66.08 ,Medium
32815,CA-2012-TB21400140-40943,02/04/2021,02/07/2021,Second Class,TB-214001404,Consumer,Washington,United States,Western US,USCA,OFF-BI-3266,Office Supplies,Binders, $13.27 ,3,20.00%, $4.31 , $2.26 ,High
42230,SF-2012-TS11430117-40943,02/04/2021,02/09/2021,Second Class,TS-11430117,Corporate,Gauteng,South Africa,Southern Africa,Africa,OFF-BI-3291,Office Supplies,Binders, $4.41 ,1,0.00%, $-   , $1.19 ,Medium
42232,SF-2012-TS11430117-40943,02/04/2021,02/09/2021,Second Class,TS-11430117,Corporate,Gauteng,South Africa,Southern Africa,Africa,TEC-MA-4211,Technology,Machines, $115.44 ,1,0.00%, $49.62 , $20.22 ,Medium
43490,TU-2012-JM6195134-40945,02/06/2021,02/10/2021,Second Class,JM-6195134,Consumer,Aydin,Türkiye,Western Asia,Asia Pacific,OFF-LA-6055,Office Supplies,Labels, $2.69 ,1,60.00%, $(2.35), $1.23 ,Medium
12571,ES-2012-SM2090545-40946,02/07/2021,02/11/2021,Standard Class,SM-2090545,Consumer,Nord-Pas-de-Calais-Picardie,France,Western Europe,Europe,TEC-MA-5021,Technology,Machines, $207.83 ,2,15.00%, $12.23 , $10.45 ,High
48183,IZ-2012-JB604561-40947,02/08/2021,02/14/2021,Standard Class,JB-604561,Home Office,Ninawa,Iraq,Western Asia,Asia Pacific,OFF-BI-2897,Office Supplies,Binders, $30.30 ,2,0.00%, $4.20 , $1.37 ,Medium
14844,ES-2012-CL1256548-40948,02/09/2021,02/09/2021,Same Day,CL-1256548,Consumer,Hesse,Germany,Western Europe,Europe,OFF-BI-3716,Office Supplies,Binders, $80.22 ,7,0.00%, $20.79 , $23.00 ,Critical
14845,ES-2012-CL1256548-40948,02/09/2021,02/09/2021,Same Day,CL-1256548,Consumer,Hesse,Germany,Western Europe,Europe,OFF-AR-3493,Office Supplies,Art, $133.35 ,5,0.00%, $5.25 , $51.62 ,Critical
26763,ID-2012-EH140057-40948,02/09/2021,02/13/2021,Standard Class,EH-140057,Home Office,Queensland,Australia,Oceania,Asia Pacific,FUR-FU-3956,Furniture,Furnishings, $136.57 ,6,10.00%, $22.63 , $9.45 ,Medium
15002,ES-2012-NG1835591-40948,02/09/2021,02/13/2021,Standard Class,NG-1835591,Corporate,Overijssel,Netherlands,Western Europe,Europe,OFF-EN-4449,Office Supplies,Envelopes, $54.78 ,4,50.00%, $(18.66), $5.71 ,High
5260,MX-2012-LT1711082-40948,02/09/2021,02/13/2021,Standard Class,LT-1711082,Consumer,Distrito Federal,Mexico,Central America,LATAM,TEC-CO-4574,Technology,Copiers, $513.29 ,4,0.20%, $91.53 , $55.89 ,High
19122,ES-2012-HR14770120-40948,02/09/2021,02/14/2021,Standard Class,HR-14770120,Home Office,Catalonia,Spain,Southern Europe,Europe,OFF-FA-6197,Office Supplies,Fasteners, $47.88 ,3,0.00%, $4.77 , $2.34 ,Medium
20615,ID-2012-DR12940118-40948,02/09/2021,02/15/2021,Standard Class,DR-12940118,Home Office,Daejeon,South Korea,Eastern Asia,Asia Pacific,TEC-MA-5495,Technology,Machines, $25.35 ,1,50.00%, $(20.79), $1.49 ,Medium
41659,MD-2012-PO918083-40949,02/10/2021,02/14/2021,Standard Class,PO-918083,Home Office,Chisinau,Moldova,Eastern Europe,Europe,OFF-AR-5927,Office Supplies,Art, $14.28 ,1,0.00%, $6.54 , $1.32 ,Medium
41656,MD-2012-PO918083-40949,02/10/2021,02/14/2021,Standard Class,PO-918083,Home Office,Chisinau,Moldova,Eastern Europe,Europe,FUR-FU-5735,Furniture,Furnishings, $51.75 ,1,0.00%, $1.02 , $3.90 ,Medium
8290,MX-2012-QJ1925582-40949,02/10/2021,02/14/2021,Standard Class,QJ-1925582,Corporate,Coahuila,Mexico,Central America,LATAM,OFF-SU-4123,Office Supplies,Supplies, $41.12 ,4,0.00%, $16.40 , $6.63 ,High
50392,SF-2012-JH5820117-40949,02/10/2021,02/15/2021,Second Class,JH-5820117,Consumer,Eastern Cape,South Africa,Southern Africa,Africa,OFF-FA-3071,Office Supplies,Fasteners, $43.92 ,4,0.00%, $18.00 , $3.10 ,Medium
